captures	a.c	foobaz barbaz	<none>
is_match	a.c	xx	false
full_match	a.c	xx	false
find	a.c	xx	<none>
find_all	a.c	xx	[]
split	a.c	xx	[xx]
captures	a.c	xx	<none>
is_match	a.c	xxx	false
full_match	a.c	xxx	false
find	a.c	xxx	<none>
find_all	a.c	xxx	[]
split	a.c	xxx	[xxx]
captures	a.c	xxx	<none>
is_match	a.c	xxxx	false
full_match	a.c	xxxx	false
find	a.c	xxxx	<none>
find_all	a.c	xxxx	[]
split	a.c	xxxx	[xxxx]
captures	a.c	xxxx	<none>
is_match	a.c	a.b	false
full_match	a.c	a.b	false
find	a.c	a.b	<none>
find_all	a.c	a.b	[]
split	a.c	a.b	[a.b]
captures	a.c	a.b	<none>
is_match	a.c	a\b	false
full_match	a.c	a\b	false
find	a.c	a\b	<none>
find_all	a.c	a\b	[]
split	a.c	a\b	[a\b]
captures	a.c	a\b	<none>
is_match	a.c	-a-z-	false
full_match	a.c	-a-z-	false
find	a.c	-a-z-	<none>
find_all	a.c	-a-z-	[]
split	a.c	-a-z-	[-a-z-]
captures	a.c	-a-z-	<none>
is_match	a.c	[bracket]	false
full_match	a.c	[bracket]	false
find	a.c	[bracket]	<none>
find_all	a.c	[bracket]	[]
split	a.c	[bracket]	[[bracket]]
captures	a.c	[bracket]	<none>
is_match	a.c	ab	false
full_match	a.c	ab	false
find	a.c	ab	<none>
find_all	a.c	ab	[]
split	a.c	ab	[ab]
captures	a.c	ab	<none>
is_match	a.c	b	false
full_match	a.c	b	false
find	a.c	b	<none>
find_all	a.c	b	[]
split	a.c	b	[b]
captures	a.c	b	<none>
is_match	a.c	]	false
full_match	a.c	]	false
find	a.c	]	<none>
find_all	a.c	]	[]
split	a.c	]	[]]
captures	a.c	]	<none>
is_match	a.c	a]b	false
full_match	a.c	a]b	false
find	a.c	a]b	<none>
find_all	a.c	a]b	[]
split	a.c	a]b	[a]b]
captures	a.c	a]b	<none>
is_match	a.*c		false
full_match	a.*c		false
find	a.*c		<none>
find_all	a.*c		[]
split	a.*c		[]
captures	a.*c		<none>
is_match	a.*c	a	false
full_match	a.*c	a	false
find	a.*c	a	<none>
find_all	a.*c	a	[]
split	a.*c	a	[a]
captures	a.*c	a	<none>
is_match	a.*c	abc	true
full_match	a.*c	abc	true
find	a.*c	abc	<abc>
find_all	a.*c	abc	[abc]
split	a.*c	abc	[|]
captures	a.*c	abc	[abc]
is_match	a.*c	aXc	true
full_match	a.*c	aXc	true
find	a.*c	aXc	<aXc>
find_all	a.*c	aXc	[aXc]
split	a.*c	aXc	[|]
captures	a.*c	aXc	[aXc]
is_match	a.*c	aaabccc	true
full_match	a.*c	aaabccc	true
find	a.*c	aaabccc	<aaabccc>
find_all	a.*c	aaabccc	[aaabccc]
split	a.*c	aaabccc	[|]
captures	a.*c	aaabccc	[aaabccc]
is_match	a.*c	xyz	false
full_match	a.*c	xyz	false
find	a.*c	xyz	<none>
find_all	a.*c	xyz	[]
split	a.*c	xyz	[xyz]
captures	a.*c	xyz	<none>
is_match	a.*c	word boundary word	false
full_match	a.*c	word boundary word	false
find	a.*c	word boundary word	<none>
find_all	a.*c	word boundary word	[]
split	a.*c	word boundary word	[word boundary word]
captures	a.*c	word boundary word	<none>
is_match	a.*c	123-4567	false
full_match	a.*c	123-4567	false
find	a.*c	123-4567	<none>
find_all	a.*c	123-4567	[]
split	a.*c	123-4567	[123-4567]
captures	a.*c	123-4567	<none>
is_match	a.*c	3.14 and 2.718	false
full_match	a.*c	3.14 and 2.718	false
find	a.*c	3.14 and 2.718	<none>
find_all	a.*c	3.14 and 2.718	[]
split	a.*c	3.14 and 2.718	[3.14 and 2.718]
captures	a.*c	3.14 and 2.718	<none>
is_match	a.*c	  spaced  	true
full_match	a.*c	  spaced  	false
find	a.*c	  spaced  	<ac>
find_all	a.*c	  spaced  	[ac]
split	a.*c	  spaced  	[  sp|ed  ]
captures	a.*c	  spaced  	[ac]
is_match	a.*c	AaBbCc	true
full_match	a.*c	AaBbCc	false
find	a.*c	AaBbCc	<aBbCc>
find_all	a.*c	AaBbCc	[aBbCc]
split	a.*c	AaBbCc	[A|]
captures	a.*c	AaBbCc	[aBbCc]
is_match	a.*c	foobaz barbaz	false
full_match	a.*c	foobaz barbaz	false
find	a.*c	foobaz barbaz	<none>
find_all	a.*c	foobaz barbaz	[]
split	a.*c	foobaz barbaz	[foobaz barbaz]
captures	a.*c	foobaz barbaz	<none>
is_match	a.*c	xx	false
full_match	a.*c	xx	false
find	a.*c	xx	<none>
find_all	a.*c	xx	[]
split	a.*c	xx	[xx]
captures	a.*c	xx	<none>
is_match	a.*c	xxx	false
full_match	a.*c	xxx	false
find	a.*c	xxx	<none>
find_all	a.*c	xxx	[]
split	a.*c	xxx	[xxx]
captures	a.*c	xxx	<none>
is_match	a.*c	xxxx	false
full_match	a.*c	xxxx	false
find	a.*c	xxxx	<none>
find_all	a.*c	xxxx	[]
split	a.*c	xxxx	[xxxx]
captures	a.*c	xxxx	<none>
is_match	a.*c	a.b	false
full_match	a.*c	a.b	false
find	a.*c	a.b	<none>
find_all	a.*c	a.b	[]
split	a.*c	a.b	[a.b]
captures	a.*c	a.b	<none>
is_match	a.*c	a\b	false
full_match	a.*c	a\b	false
find	a.*c	a\b	<none>
find_all	a.*c	a\b	[]
split	a.*c	a\b	[a\b]
captures	a.*c	a\b	<none>
is_match	a.*c	-a-z-	false
full_match	a.*c	-a-z-	false
find	a.*c	-a-z-	<none>
find_all	a.*c	-a-z-	[]
split	a.*c	-a-z-	[-a-z-]
captures	a.*c	-a-z-	<none>
is_match	a.*c	[bracket]	true
full_match	a.*c	[bracket]	false
find	a.*c	[bracket]	<ac>
find_all	a.*c	[bracket]	[ac]
split	a.*c	[bracket]	[[br|ket]]
captures	a.*c	[bracket]	[ac]
is_match	a.*c	ab	false
full_match	a.*c	ab	false
find	a.*c	ab	<none>
find_all	a.*c	ab	[]
split	a.*c	ab	[ab]
captures	a.*c	ab	<none>
is_match	a.*c	b	false
full_match	a.*c	b	false
find	a.*c	b	<none>
find_all	a.*c	b	[]
split	a.*c	b	[b]
captures	a.*c	b	<none>
is_match	a.*c	]	false
full_match	a.*c	]	false
find	a.*c	]	<none>
find_all	a.*c	]	[]
split	a.*c	]	[]]
captures	a.*c	]	<none>
is_match	a.*c	a]b	false
full_match	a.*c	a]b	false
find	a.*c	a]b	<none>
find_all	a.*c	a]b	[]
split	a.*c	a]b	[a]b]
captures	a.*c	a]b	<none>
is_match	a.*?c		false
full_match	a.*?c		false
find	a.*?c		<none>
find_all	a.*?c		[]
split	a.*?c		[]
captures	a.*?c		<none>
is_match	a.*?c	a	false
full_match	a.*?c	a	false
find	a.*?c	a	<none>
find_all	a.*?c	a	[]
split	a.*?c	a	[a]
captures	a.*?c	a	<none>
is_match	a.*?c	abc	true
full_match	a.*?c	abc	true
find	a.*?c	abc	<abc>
find_all	a.*?c	abc	[abc]
split	a.*?c	abc	[|]
captures	a.*?c	abc	[abc]
is_match	a.*?c	aXc	true
full_match	a.*?c	aXc	true
find	a.*?c	aXc	<aXc>
find_all	a.*?c	aXc	[aXc]
split	a.*?c	aXc	[|]
captures	a.*?c	aXc	[aXc]
is_match	a.*?c	aaabccc	true
full_match	a.*?c	aaabccc	true
find	a.*?c	aaabccc	<aaabc>
find_all	a.*?c	aaabccc	[aaabc]
split	a.*?c	aaabccc	[|cc]
captures	a.*?c	aaabccc	[aaabc]
is_match	a.*?c	xyz	false
full_match	a.*?c	xyz	false
find	a.*?c	xyz	<none>
find_all	a.*?c	xyz	[]
split	a.*?c	xyz	[xyz]
captures	a.*?c	xyz	<none>
is_match	a.*?c	word boundary word	false
full_match	a.*?c	word boundary word	false
find	a.*?c	word boundary word	<none>
find_all	a.*?c	word boundary word	[]
split	a.*?c	word boundary word	[word boundary word]
captures	a.*?c	word boundary word	<none>
is_match	a.*?c	123-4567	false
full_match	a.*?c	123-4567	false
find	a.*?c	123-4567	<none>
find_all	a.*?c	123-4567	[]
split	a.*?c	123-4567	[123-4567]
captures	a.*?c	123-4567	<none>
is_match	a.*?c	3.14 and 2.718	false
full_match	a.*?c	3.14 and 2.718	false
find	a.*?c	3.14 and 2.718	<none>
find_all	a.*?c	3.14 and 2.718	[]
split	a.*?c	3.14 and 2.718	[3.14 and 2.718]
captures	a.*?c	3.14 and 2.718	<none>
is_match	a.*?c	  spaced  	true
full_match	a.*?c	  spaced  	false
find	a.*?c	  spaced  	<ac>
find_all	a.*?c	  spaced  	[ac]
split	a.*?c	  spaced  	[  sp|ed  ]
captures	a.*?c	  spaced  	[ac]
is_match	a.*?c	AaBbCc	true
full_match	a.*?c	AaBbCc	false
find	a.*?c	AaBbCc	<aBbCc>
find_all	a.*?c	AaBbCc	[aBbCc]
split	a.*?c	AaBbCc	[A|]
captures	a.*?c	AaBbCc	[aBbCc]
is_match	a.*?c	foobaz barbaz	false
full_match	a.*?c	foobaz barbaz	false
find	a.*?c	foobaz barbaz	<none>
find_all	a.*?c	foobaz barbaz	[]
split	a.*?c	foobaz barbaz	[foobaz barbaz]
captures	a.*?c	foobaz barbaz	<none>
is_match	a.*?c	xx	false
full_match	a.*?c	xx	false
find	a.*?c	xx	<none>
find_all	a.*?c	xx	[]
split	a.*?c	xx	[xx]
captures	a.*?c	xx	<none>
is_match	a.*?c	xxx	false
full_match	a.*?c	xxx	false
find	a.*?c	xxx	<none>
find_all	a.*?c	xxx	[]
split	a.*?c	xxx	[xxx]
captures	a.*?c	xxx	<none>
is_match	a.*?c	xxxx	false
full_match	a.*?c	xxxx	false
find	a.*?c	xxxx	<none>
find_all	a.*?c	xxxx	[]
split	a.*?c	xxxx	[xxxx]
captures	a.*?c	xxxx	<none>
is_match	a.*?c	a.b	false
full_match	a.*?c	a.b	false
find	a.*?c	a.b	<none>
find_all	a.*?c	a.b	[]
split	a.*?c	a.b	[a.b]
captures	a.*?c	a.b	<none>
is_match	a.*?c	a\b	false
full_match	a.*?c	a\b	false
find	a.*?c	a\b	<none>
find_all	a.*?c	a\b	[]
split	a.*?c	a\b	[a\b]
captures	a.*?c	a\b	<none>
is_match	a.*?c	-a-z-	false
full_match	a.*?c	-a-z-	false
find	a.*?c	-a-z-	<none>
find_all	a.*?c	-a-z-	[]
split	a.*?c	-a-z-	[-a-z-]
captures	a.*?c	-a-z-	<none>
is_match	a.*?c	[bracket]	true
full_match	a.*?c	[bracket]	false
find	a.*?c	[bracket]	<ac>
find_all	a.*?c	[bracket]	[ac]
split	a.*?c	[bracket]	[[br|ket]]
captures	a.*?c	[bracket]	[ac]
is_match	a.*?c	ab	false
full_match	a.*?c	ab	false
find	a.*?c	ab	<none>
find_all	a.*?c	ab	[]
split	a.*?c	ab	[ab]
captures	a.*?c	ab	<none>
is_match	a.*?c	b	false
full_match	a.*?c	b	false
find	a.*?c	b	<none>
find_all	a.*?c	b	[]
split	a.*?c	b	[b]
captures	a.*?c	b	<none>
is_match	a.*?c	]	false
full_match	a.*?c	]	false
find	a.*?c	]	<none>
find_all	a.*?c	]	[]
split	a.*?c	]	[]]
captures	a.*?c	]	<none>
is_match	a.*?c	a]b	false
full_match	a.*?c	a]b	false
find	a.*?c	a]b	<none>
find_all	a.*?c	a]b	[]
split	a.*?c	a]b	[a]b]
captures	a.*?c	a]b	<none>
is_match	a+b		false
full_match	a+b		false
find	a+b		<none>
find_all	a+b		[]
split	a+b		[]
captures	a+b		<none>
is_match	a+b	a	false
full_match	a+b	a	false
find	a+b	a	<none>
find_all	a+b	a	[]
split	a+b	a	[a]
captures	a+b	a	<none>
is_match	a+b	abc	true
full_match	a+b	abc	false
find	a+b	abc	<ab>
find_all	a+b	abc	[ab]
split	a+b	abc	[|c]
captures	a+b	abc	[ab]
is_match	a+b	aXc	false
full_match	a+b	aXc	false
find	a+b	aXc	<none>
find_all	a+b	aXc	[]
split	a+b	aXc	[aXc]
captures	a+b	aXc	<none>
is_match	a+b	aaabccc	true
full_match	a+b	aaabccc	false
find	a+b	aaabccc	<aaab>
find_all	a+b	aaabccc	[aaab]
split	a+b	aaabccc	[|ccc]
captures	a+b	aaabccc	[aaab]
is_match	a+b	xyz	false
full_match	a+b	xyz	false
find	a+b	xyz	<none>
find_all	a+b	xyz	[]
split	a+b	xyz	[xyz]
captures	a+b	xyz	<none>
is_match	a+b	word boundary word	false
full_match	a+b	word boundary word	false
find	a+b	word boundary word	<none>
find_all	a+b	word boundary word	[]
split	a+b	word boundary word	[word boundary word]
captures	a+b	word boundary word	<none>
is_match	a+b	123-4567	false
full_match	a+b	123-4567	false
find	a+b	123-4567	<none>
find_all	a+b	123-4567	[]
split	a+b	123-4567	[123-4567]
captures	a+b	123-4567	<none>
is_match	a+b	3.14 and 2.718	false
full_match	a+b	3.14 and 2.718	false
find	a+b	3.14 and 2.718	<none>
find_all	a+b	3.14 and 2.718	[]
split	a+b	3.14 and 2.718	[3.14 and 2.718]
captures	a+b	3.14 and 2.718	<none>
is_match	a+b	  spaced  	false
full_match	a+b	  spaced  	false
find	a+b	  spaced  	<none>
find_all	a+b	  spaced  	[]
split	a+b	  spaced  	[  spaced  ]
captures	a+b	  spaced  	<none>
is_match	a+b	AaBbCc	false
full_match	a+b	AaBbCc	false
find	a+b	AaBbCc	<none>
find_all	a+b	AaBbCc	[]
split	a+b	AaBbCc	[AaBbCc]
captures	a+b	AaBbCc	<none>
is_match	a+b	foobaz barbaz	false
full_match	a+b	foobaz barbaz	false
find	a+b	foobaz barbaz	<none>
find_all	a+b	foobaz barbaz	[]
split	a+b	foobaz barbaz	[foobaz barbaz]
captures	a+b	foobaz barbaz	<none>
is_match	a+b	xx	false
full_match	a+b	xx	false
find	a+b	xx	<none>
find_all	a+b	xx	[]
split	a+b	xx	[xx]
captures	a+b	xx	<none>
is_match	a+b	xxx	false
full_match	a+b	xxx	false
find	a+b	xxx	<none>
find_all	a+b	xxx	[]
split	a+b	xxx	[xxx]
captures	a+b	xxx	<none>
is_match	a+b	xxxx	false
full_match	a+b	xxxx	false
find	a+b	xxxx	<none>
find_all	a+b	xxxx	[]
split	a+b	xxxx	[xxxx]
captures	a+b	xxxx	<none>
is_match	a+b	a.b	false
full_match	a+b	a.b	false
find	a+b	a.b	<none>
find_all	a+b	a.b	[]
split	a+b	a.b	[a.b]
captures	a+b	a.b	<none>
is_match	a+b	a\b	false
full_match	a+b	a\b	false
find	a+b	a\b	<none>
find_all	a+b	a\b	[]
split	a+b	a\b	[a\b]
captures	a+b	a\b	<none>
is_match	a+b	-a-z-	false
full_match	a+b	-a-z-	false
find	a+b	-a-z-	<none>
find_all	a+b	-a-z-	[]
split	a+b	-a-z-	[-a-z-]
captures	a+b	-a-z-	<none>
is_match	a+b	[bracket]	false
full_match	a+b	[bracket]	false
find	a+b	[bracket]	<none>
find_all	a+b	[bracket]	[]
split	a+b	[bracket]	[[bracket]]
captures	a+b	[bracket]	<none>
is_match	a+b	ab	true
full_match	a+b	ab	true
find	a+b	ab	<ab>
find_all	a+b	ab	[ab]
split	a+b	ab	[|]
captures	a+b	ab	[ab]
is_match	a+b	b	false
full_match	a+b	b	false
find	a+b	b	<none>
find_all	a+b	b	[]
split	a+b	b	[b]
captures	a+b	b	<none>
is_match	a+b	]	false
full_match	a+b	]	false
find	a+b	]	<none>
find_all	a+b	]	[]
split	a+b	]	[]]
captures	a+b	]	<none>
is_match	a+b	a]b	false
full_match	a+b	a]b	false
find	a+b	a]b	<none>
find_all	a+b	a]b	[]
split	a+b	a]b	[a]b]
captures	a+b	a]b	<none>
is_match	a?b		false
full_match	a?b		false
find	a?b		<none>
find_all	a?b		[]
split	a?b		[]
captures	a?b		<none>
is_match	a?b	a	false
full_match	a?b	a	false
find	a?b	a	<none>
find_all	a?b	a	[]
split	a?b	a	[a]
captures	a?b	a	<none>
is_match	a?b	abc	true
full_match	a?b	abc	false
find	a?b	abc	<ab>
find_all	a?b	abc	[ab]
split	a?b	abc	[|c]
captures	a?b	abc	[ab]
is_match	a?b	aXc	false
full_match	a?b	aXc	false
find	a?b	aXc	<none>
find_all	a?b	aXc	[]
split	a?b	aXc	[aXc]
captures	a?b	aXc	<none>
is_match	a?b	aaabccc	true
full_match	a?b	aaabccc	false
find	a?b	aaabccc	<ab>
find_all	a?b	aaabccc	[ab]
split	a?b	aaabccc	[aa|ccc]
captures	a?b	aaabccc	[ab]
is_match	a?b	xyz	false
full_match	a?b	xyz	false
find	a?b	xyz	<none>
find_all	a?b	xyz	[]
split	a?b	xyz	[xyz]
captures	a?b	xyz	<none>
is_match	a?b	word boundary word	true
full_match	a?b	word boundary word	false
find	a?b	word boundary word	<b>
find_all	a?b	word boundary word	[b]
split	a?b	word boundary word	[word |oundary word]
captures	a?b	word boundary word	[b]
is_match	a?b	123-4567	false
full_match	a?b	123-4567	false
find	a?b	123-4567	<none>
find_all	a?b	123-4567	[]
split	a?b	123-4567	[123-4567]
captures	a?b	123-4567	<none>
is_match	a?b	3.14 and 2.718	false
full_match	a?b	3.14 and 2.718	false
find	a?b	3.14 and 2.718	<none>
find_all	a?b	3.14 and 2.718	[]
split	a?b	3.14 and 2.718	[3.14 and 2.718]
captures	a?b	3.14 and 2.718	<none>
is_match	a?b	  spaced  	false
full_match	a?b	  spaced  	false
find	a?b	  spaced  	<none>
find_all	a?b	  spaced  	[]
split	a?b	  spaced  	[  spaced  ]
captures	a?b	  spaced  	<none>
is_match	a?b	AaBbCc	true
full_match	a?b	AaBbCc	false
find	a?b	AaBbCc	<b>
find_all	a?b	AaBbCc	[b]
split	a?b	AaBbCc	[AaB|Cc]
captures	a?b	AaBbCc	[b]
is_match	a?b	foobaz barbaz	true
full_match	a?b	foobaz barbaz	false
find	a?b	foobaz barbaz	<b>
find_all	a?b	foobaz barbaz	[b|b|b]
split	a?b	foobaz barbaz	[foo|az |ar|az]
captures	a?b	foobaz barbaz	[b]
is_match	a?b	xx	false
full_match	a?b	xx	false
find	a?b	xx	<none>
find_all	a?b	xx	[]
split	a?b	xx	[xx]
captures	a?b	xx	<none>
is_match	a?b	xxx	false
full_match	a?b	xxx	false
find	a?b	xxx	<none>
find_all	a?b	xxx	[]
split	a?b	xxx	[xxx]
captures	a?b	xxx	<none>
is_match	a?b	xxxx	false
full_match	a?b	xxxx	false
find	a?b	xxxx	<none>
find_all	a?b	xxxx	[]
split	a?b	xxxx	[xxxx]
captures	a?b	xxxx	<none>
is_match	a?b	a.b	true
full_match	a?b	a.b	false
find	a?b	a.b	<b>
find_all	a?b	a.b	[b]
split	a?b	a.b	[a.|]
captures	a?b	a.b	[b]
is_match	a?b	a\b	true
full_match	a?b	a\b	false
find	a?b	a\b	<b>
find_all	a?b	a\b	[b]
split	a?b	a\b	[a\|]
captures	a?b	a\b	[b]
is_match	a?b	-a-z-	false
full_match	a?b	-a-z-	false
find	a?b	-a-z-	<none>
find_all	a?b	-a-z-	[]
split	a?b	-a-z-	[-a-z-]
captures	a?b	-a-z-	<none>
is_match	a?b	[bracket]	true
full_match	a?b	[bracket]	false
find	a?b	[bracket]	<b>
find_all	a?b	[bracket]	[b]
split	a?b	[bracket]	[[|racket]]
captures	a?b	[bracket]	[b]
is_match	a?b	ab	true
full_match	a?b	ab	true
find	a?b	ab	<ab>
find_all	a?b	ab	[ab]
split	a?b	ab	[|]
captures	a?b	ab	[ab]
is_match	a?b	b	true
full_match	a?b	b	true
find	a?b	b	<b>
find_all	a?b	b	[b]
split	a?b	b	[|]
captures	a?b	b	[b]
is_match	a?b	]	false
full_match	a?b	]	false
find	a?b	]	<none>
find_all	a?b	]	[]
split	a?b	]	[]]
captures	a?b	]	<none>
is_match	a?b	a]b	true
full_match	a?b	a]b	false
find	a?b	a]b	<b>
find_all	a?b	a]b	[b]
split	a?b	a]b	[a]|]
captures	a?b	a]b	[b]
is_match	[abc]+		false
full_match	[abc]+		false
find	[abc]+		<none>
find_all	[abc]+		[]
split	[abc]+		[]
captures	[abc]+		<none>
is_match	[abc]+	a	true
full_match	[abc]+	a	true
find	[abc]+	a	<a>
find_all	[abc]+	a	[a]
split	[abc]+	a	[|]
captures	[abc]+	a	[a]
is_match	[abc]+	abc	true
full_match	[abc]+	abc	true
find	[abc]+	abc	<abc>
find_all	[abc]+	abc	[abc]
split	[abc]+	abc	[|]
captures	[abc]+	abc	[abc]
is_match	[abc]+	aXc	true
full_match	[abc]+	aXc	false
find	[abc]+	aXc	<a>
find_all	[abc]+	aXc	[a|c]
split	[abc]+	aXc	[|X|]
captures	[abc]+	aXc	[a]
is_match	[abc]+	aaabccc	true
full_match	[abc]+	aaabccc	true
find	[abc]+	aaabccc	<aaabccc>
find_all	[abc]+	aaabccc	[aaabccc]
split	[abc]+	aaabccc	[|]
captures	[abc]+	aaabccc	[aaabccc]
is_match	[abc]+	xyz	false
full_match	[abc]+	xyz	false
find	[abc]+	xyz	<none>
find_all	[abc]+	xyz	[]
split	[abc]+	xyz	[xyz]
captures	[abc]+	xyz	<none>
is_match	[abc]+	word boundary word	true
full_match	[abc]+	word boundary word	false
find	[abc]+	word boundary word	<b>
find_all	[abc]+	word boundary word	[b|a]
split	[abc]+	word boundary word	[word |ound|ry word]
captures	[abc]+	word boundary word	[b]
is_match	[abc]+	123-4567	false
full_match	[abc]+	123-4567	false
find	[abc]+	123-4567	<none>
find_all	[abc]+	123-4567	[]
split	[abc]+	123-4567	[123-4567]
captures	[abc]+	123-4567	<none>
is_match	[abc]+	3.14 and 2.718	true
full_match	[abc]+	3.14 and 2.718	false
find	[abc]+	3.14 and 2.718	<a>
